Company,Item,Calories,"Calories from
Taco Bell,Quesarito – Beef,650,300,33,12,0.5,55,1390,67,6,5,22,
Taco Bell,Quesarito – Chicken,620,270,29,11,0,65,1390,66,4,4,25,
Taco Bell,Quesarito – Steak,630,270,30,11,0,60,1370,66,4,4,24,
Taco Bell,Chips and Nacho Cheese Sauce (V),220,120,13,1.5,0,<5,250,24,2,2,2,
Taco Bell,Nacho Fries (V) (New),320,160,18,1.5,0,<5,630,35,4,2,4,
Taco Bell,Nacho Fries BellGrande® (New),710,360,40,6,0,30,1440,73,10,4,13,
Taco Bell,Nachos BellGrande® – Beef,740,340,38,7,0,25,1050,82,15,5,16,
Taco Bell,Nachos BellGrande® – Chicken,720,310,35,6,0,35,1050,81,14,5,20,
Taco Bell,Nachos BellGrande® – Steak,720,320,36,6,0,30,1030,81,14,5,19,
Taco Bell,Beef Quesarito,650,300,33,12,0.5,55,1390,67,6,5,22,
Taco Bell,Black Bean Quesarito (V),630,270,29,10,0,35,1260,73,7,5,19,
Taco Bell,Quesadilla – Cheese (V),470,230,25,12,0.5,50,990,37,4,2,19,
Taco Bell,Quesadilla – Chicken,510,240,26,12,0.5,75,1250,38,4,2,27,
Taco Bell,Quesadilla – Steak,520,240,27,12,0.5,70,1230,38,4,2,27,
Taco Bell,Bacon Club Chalupa – Specialties,440,240,27,5,0,50,840,31,2,3,20,
Taco Bell,Black Bean Chalupa – Specialties,330,140,15,3,0,10,430,39,5,3,10,
Taco Bell,Black Bean Crunchwrap Supreme – Specialties,510,160,17,4.5,0,5,1080,77,8,6,13,
Taco Bell,Black Bean Quesarito – Specialties,630,270,29,10,0,35,1260,73,7,5,19,
Taco Bell,Chalupa Supreme® – Specialties,350,170,18,5,0,25,560,33,4,3,13,
Taco Bell,Cheesy Gordita Crunch – Specialties,500,250,28,10,0.5,55,850,41,5,4,20,
Taco Bell,Cheesy Roll Up – Specialties,180,80,9,5,0,20,430,15,2,<1,9,
Taco Bell,Crunchwrap Supreme® – Specialties,530,190,21,6,0,25,1200,71,6,6,16,
Taco Bell,Crunchy Taco – Specialties,170,80,9,3.5,0,25,310,13,3,<1,8,
Taco Bell,Nacho Cheese Doritos® Locos Taco – Specialties,170,80,9,3.5,0,25,360,13,3,<1,8,
Taco Bell,Nachos BellGrande® – Specialties,740,340,38,7,0,25,1050,82,15,5,16,
Taco Bell,Power Menu Bowl – Specialties,470,170,19,6,0,70,1200,50,7,2,26,
Taco Bell,Quesadilla – Specialties,510,240,26,12,0.5,75,1250,38,4,2,27,
Taco Bell,Quesarito – Specialties,650,300,33,12,0.5,55,1390,67,6,5,22,
Taco Bell,Soft Taco – Specialties,180,80,9,4,0,25,500,17,3,1,9,
Taco Bell,Soft Taco Supreme – Specialties,210,90,10,5,0,25,520,20,3,2,10,
Taco Bell,Veggie Power Menu Bowl – Specialties,430,160,17,5,0,20,810,57,10,2,12,
Taco Bell,Black Beans & Rice (V),170,30,3.5,0,0,0,320,31,4,0,4,
Taco Bell,Black Beans (V),50,10,1,0,0,0,135,8,3,0,2,
Taco Bell,Cinnabon® Delights™ (2 Pk) (V),160,80,9,2,0,5,80,17,0,10,2,
Taco Bell,Cinnabon® Delights™ (12 Pk – Serves 4) (V),930,480,53,13,2,40,480,104,3,59,9,
Taco Bell,Cinnamon Twists (V),170,50,6,0,0,0,210,27,<1,13,1,
Taco Bell,Diablo Sauce Packet (V),0,0,0,0,0,0,30,0,0,0,0,
Taco Bell,Fire Sauce Packet (V),0,0,0,0,0,0,55,0,0,0,0,
Taco Bell,Hot Sauce Packet (V),0,0,0,0,0,0,45,0,0,0,0,
Taco Bell,Mild Sauce Packet (V),0,0,0,0,0,0,30,0,0,0,0,
Taco Bell,Blue Raspberry Freeze™ (16 oz) (New),120,0,0,0,0,0,35,30,0,30,0,
Taco Bell,Blue Raspberry Freeze™ (20 oz) (New),150,0,0,0,0,0,40,38,0,38,0,
Taco Bell,Dragon Fruit Freeze (16 oz),190,0,0,0,0,0,50,49,0,47,0,
Taco Bell,Dragon Fruit Freeze (20 oz),230,0,0,0,0,0,60,59,0,57,0,
Taco Bell,Lowfat Milk – CA (Regional),100,20,2,1.5,0,10,130,13,0,12,9,
Taco Bell,Lowfat Milk – Federal (Regional),80,20,2,1.5,0,10,100,10,0,9,7,
Taco Bell,Midnight Berry Freeze™ (16 oz) (New),140,0,0,0,0,0,35,35,0,34,0,
Taco Bell,Midnight Berry Freeze™ (20 oz) (New),170,0,0,0,0,0,40,43,0,42,0,
Taco Bell,Mtn Dew® Baja Blast Freeze™ (16 oz),150,0,0,0,0,0,45,41,0,41,0,
Taco Bell,Mtn Dew® Baja Blast Freeze™ (20 oz),190,0,0,0,0,0,55,51,0,51,0,
Taco Bell,Orange Juice,140,0,0,0,0,0,20,33,<1,28,2,
Taco Bell,Premium Hot Coffee,10,0,0,0,0,0,0,0,0,0,2,
Taco Bell,Regular Iced Coffee,10,0,0,0,0,0,0,0,0,0,2,
Taco Bell,Water,0,0,0,0,0,0,0,0,0,0,0,
Taco Bell,Wild Strawberry Freeze™ (16 oz),150,0,0,0,0,0,40,41,0,41,0,
Taco Bell,Wild Strawberry Freeze™ (20 oz),190,0,0,0,0,0,55,51,0,51,0,
Taco Bell,Beef Burrito – Value Menu,430,170,19,5,0,20,970,51,4,3,12,
Taco Bell,Cheesy Bean & Rice Burrito – Value Menu,420,140,16,4,0,<5,880,56,7,3,10,
Taco Bell,Cheesy Roll Up – Value Menu,180,80,9,5,0,20,430,15,2,<1,9,
Taco Bell,Chicken Chipotle Melt – Value Menu,190,80,9,3,0,35,530,15,1,<1,12,
Taco Bell,Chips and Nacho Cheese Sauce – Value Menu,220,120,13,1.5,0,<5,250,24,2,2,2,
Taco Bell,Cinnamon Twists – Value Menu,170,50,6,0,0,0,210,27,<1,13,1,
Taco Bell,Loaded Nacho Taco – Value Menu,250,110,12,4.5,0,25,610,24,3,2,10,
Taco Bell,Bean Burrito,350,80,9,3.5,0,5,1000,54,11,3,13,
Taco Bell,Black Bean Chalupa,330,140,15,3,0,10,430,39,5,3,10,
Taco Bell,Black Bean Crunchwrap Supreme,510,160,17,4.5,0,5,1080,77,8,6,13,
Taco Bell,Black Bean Quesarito,630,270,29,10,0,35,1260,73,7,5,19,
Taco Bell,Black Beans & Rice,170,30,3.5,0,0,0,320,31,4,0,4,
Taco Bell,Cheese Quesadilla,470,230,25,12,0.5,50,990,37,4,2,19,
Taco Bell,Cheesy Bean & Rice Burrito,420,140,16,4,0,<5,880,56,7,3,10,
Taco Bell,Cheesy Roll Up,180,80,9,5,0,20,430,15,2,<1,9,
Taco Bell,Chips and Nacho Cheese Sauce,220,120,13,1.5,0,<5,250,24,2,2,2,
Taco Bell,Cinnabon® Delights™ (2 Pack),160,80,9,2,0,5,80,17,0,10,2,
Taco Bell,Cinnabon® Delights™ (12 Pack – Serves 4),930,480,53,13,2,40,480,104,3,59,9,
Taco Bell,Cinnamon Twists,170,50,6,0,0,0,210,27,<1,13,1,
Taco Bell,Hash Brown,160,100,12,1,0,0,270,13,2,0,1,
Taco Bell,Power Menu Bowl – Veggie,430,160,17,5,0,20,810,57,10,2,12,
Taco Bell,Power Menu Bowl – Chicken,470,170,19,6,0,70,1200,50,7,2,26,
Taco Bell,Power Menu Bowl – Steak,480,180,20,7,0,60,1150,51,7,2,25,
Taco Bell,Power Menu Bowl – Veggie (V),430,160,17,5,0,20,810,57,10,2,12,
Taco Bell,Breakfast Crunchwrap – Bacon,670,370,41,12,0,140,1270,50,4,3,21,
Taco Bell,Breakfast Crunchwrap – Sausage,720,430,47,15,0,145,1210,51,4,3,21,
Taco Bell,Breakfast Crunchwrap – Steak,660,350,38,12,0,145,1300,51,4,3,24,
Taco Bell,Breakfast Salsa Packet (V),0,0,0,0,0,0,50,<1,0,0,0,
Taco Bell,Cheesy Toasted Breakfast Burrito – Bacon,350,150,16,4.5,0,115,870,36,2,3,13,
Taco Bell,Cheesy Toasted Breakfast Burrito – Fiesta Potato (V),340,130,14,3.5,0,100,750,43,3,3,10,
Taco Bell,Cheesy Toasted Breakfast Burrito – Sausage,340,160,17,5,0,110,730,36,2,3,11,
Taco Bell,Cinnabon® Delights™ (2 Pack) (V),160,80,9,2,0,5,80,17,0,10,2,
Taco Bell,Cinnabon® Delights™ (12 Pack – Serves 4) (V),930,480,53,13,2,40,480,104,3,59,9,
Taco Bell,Grande Toasted Breakfast Burrito – Bacon,560,270,30,10,0,230,1290,49,4,3,24,
Taco Bell,Grande Toasted Breakfast Burrito – Sausage,560,280,31,10,0,230,1150,49,4,3,22,
Taco Bell,Grande Toasted Breakfast Burrito – Steak,560,250,28,9,0,240,1310,50,4,3,27,
Taco Bell,Hash Brown (V),160,100,12,1,0,0,270,13,2,0,1,
Taco Bell,Hash Brown Toasted Breakfast Burrito – Bacon,570,300,33,10,0,135,1270,49,4,2,21,
Taco Bell,Hash Brown Toasted Breakfast Burrito – Sausage,570,300,34,10,0,130,1130,49,4,2,18,
Taco Bell,Hash Brown Toasted Breakfast Burrito – Steak,570,270,30,9,0,140,1290,50,4,2,24,
Taco Bell,7-Up (16 fl oz),190,,,,,70,46,,,46,,
Taco Bell,Brisk® Mango Iced Tea (16 fl oz),100,,,,,50,26,,,26,,
Taco Bell,Brisk® Unsweetened No Lemon Iced Tea (16 fl oz),0,,,,,60,0,,,0,,
Taco Bell,Diet Dr Pepper® (16 fl oz),0,,,,,95,0,,,0,,
Taco Bell,Diet Mtn Dew® (16 fl oz),5,,,,,75,1,,,1,,
Taco Bell,Diet Pepsi® (16 fl oz),0,,,,,75,0,,,0,,
Taco Bell,Dr Pepper® (16 fl oz),190,,,,,60,52,,,51,,
Taco Bell,G2 – Fruit Punch (16 fl oz),30,,,,,140,7,,,6,,
Taco Bell,Mtn Dew® (16 fl oz),220,,,,,70,59,,,58,,
Taco Bell,Mtn Dew® Baja Blast™ (16 fl oz),220,,,,,65,59,,,59,,
Taco Bell,Mtn Dew® Baja Blast Zero Sugar (16 fl oz),5,,,,,70,0,,,0,,
Taco Bell,Mtn Dew® Kickstart™ Orange Citrus (16 fl oz),70,,,,,75,18,,,18,,
Taco Bell,Mug® Root Beer (16 fl oz),190,,,,,60,52,,,52,,
Taco Bell,Pepsi® (16 fl oz),200,,,,,45,55,,,55,,
Taco Bell,Pepsi® Wild Cherry (16 fl oz),210,,,,,40,56,,,56,,
Taco Bell,Pepsi® Zero Sugar (16 fl oz),0,,,,,85,0,,,0,,
Taco Bell,Sierra Mist® (16 fl oz),200,,,,,45,54,,,54,,
Taco Bell,Tropicana® Pink Lemonade (16 fl oz),210,,,,,210,53,,,53,,
Taco Bell,7-Up (20 fl oz),240,,,,,85,58,,,58,,
Taco Bell,Brisk® Mango Iced Tea (20 fl oz),120,,,,,60,32,,,32,,
Taco Bell,Brisk® Unsweetened No Lemon Iced Tea (20 fl oz),0,,,,,75,0,,,0,,
Taco Bell,Diet Dr Pepper® (20 fl oz),0,,,,,120,0,,,0,,
Taco Bell,Diet Mtn Dew® (20 fl oz),10,,,,,90,1,,,1,,
Taco Bell,Diet Pepsi® (20 fl oz),0,,,,,95,0,,,0,,
Taco Bell,Dr Pepper® (20 fl oz),240,,,,,75,65,,,64,,
Taco Bell,G2 – Fruit Punch (20 fl oz),35,,,,,180,9,,,8,,
Taco Bell,Mtn Dew® (20 fl oz),270,,,,,85,73,,,73,,
Taco Bell,Mtn Dew® Baja Blast™ (20 fl oz),280,,,,,80,74,,,73,,
Taco Bell,Mtn Dew® Baja Blast Zero Sugar (20 fl oz),10,,,,,85,0,,,0,,
Taco Bell,Mtn Dew® Kickstart™ Orange Citrus (20 fl oz),90,,,,,90,23,,,22,,
Taco Bell,Mug® Root Beer (20 fl oz),240,,,,,75,65,,,65,,
Taco Bell,Pepsi® (20 fl oz),250,,,,,55,69,,,69,,
Taco Bell,Pepsi® Wild Cherry (20 fl oz),260,,,,,50,70,,,70,,
Taco Bell,Pepsi® Zero Sugar (20 fl oz),0,,,,,105,0,,,0,,
Taco Bell,Sierra Mist® (20 fl oz),260,,,,,55,68,,,68,,
Taco Bell,Tropicana® Pink Lemonade (20 fl oz),260,,,,,260,67,,,67,,
Taco Bell, , ,,,,, , ,,, ,,
Taco Bell,FOUNTAIN BEVERAGES (30 OZ), ,,,,, , ,,, ,,
Taco Bell,7-Up (30 fl oz),350,,,,,125,87,,,87,,
Taco Bell,Brisk® Mango Iced Tea (30 fl oz),180,,,,,90,48,,,48,,
Taco Bell,Brisk® Unsweetened No Lemon Iced Tea (30 fl oz),0,,,,,115,0,,,0,,
Taco Bell,Diet Dr Pepper® (30 fl oz),0,,,,,180,1,,,0,,
Taco Bell,Diet Mtn Dew® (30 fl oz),10,,,,,140,1,,,1,,
Taco Bell,Diet Pepsi® (30 fl oz),0,,,,,140,0,,,0,,
Taco Bell,Dr Pepper® (30 fl oz),360,,,,,110,98,,,96,,
Taco Bell,G2 – Fruit Punch (30 fl oz),50,,,,,270,13,,,12,,
Taco Bell,Mtn Dew® (30 fl oz),410,,,,,125,110,,,109,,
Taco Bell,Mtn Dew® Baja Blast™ (30 fl oz),420,,,,,120,110,,,110,,
Taco Bell,Mtn Dew® Baja Blast Zero Sugar (30 fl oz),15,,,,,125,0,,,0,,
Taco Bell,Mtn Dew® Kickstart™ Orange Citrus (30 fl oz),130,,,,,140,34,,,33,,
Taco Bell,Mug® Root Beer (30 fl oz),360,,,,,110,98,,,98,,
Taco Bell,Pepsi® (30 fl oz),380,,,,,80,104,,,103,,
Taco Bell,Pepsi® Wild Cherry (30 fl oz),390,,,,,80,105,,,105,,
Taco Bell,Pepsi® Zero Sugar (30 fl oz),0,,,,,160,<1,,,0,,
Taco Bell,Sierra Mist® (30 fl oz),380,,,,,80,101,,,101,,
Taco Bell,Tropicana® Pink Lemonade (30 fl oz),390,,,,,390,100,,,100,,
Pizza Hut,Detroit Double Cheesy Pizza Slice,280,,12,6,0,30,560,31,2,2,13,
Pizza Hut,Detroit Double Pepperoni Pizza Slice,330,,17,7,0,40,720,30,2,2,14,
Pizza Hut,Detroit Meaty Pizza Slice,320,,16,6,0,35,640,31,2,2,14,
Pizza Hut,Detroit Supremo Pizza Slice,290,,13,6,0,30,570,31,2,2,13,
Pizza Hut,Pan Pizza Slices Backyard BBQ Chicken Personal Pan,180,,6,2,0,15,370,25,1,8,8,
Pizza Hut,Pan Pizza Slices Backyard BBQ Chicken Medium,270,,10,4,0,25,450,33,2,6,11,
Pizza Hut,Pan Pizza Slices Backyard BBQ Chicken Large,380,,16,6,0,35,650,43,2,7,16,
Pizza Hut,Pan Pizza Slices Beyond Meat® Pepperoni Medium,240,,10,4.5,0,15,470,29,2,1,10,
Pizza Hut,Pan Pizza Slices Beyond Meat® Pepperoni Large,350,,16,6,0,25,680,38,3,2,14,
Pizza Hut,Pan Pizza Slices Buffalo Chicken Personal Pan,160,,5,2,0,15,570,22,1,2,7,
Pizza Hut,Pan Pizza Slices Buffalo Chicken Medium,240,,9,3.5,0,20,680,31,2,2,11,
Pizza Hut,Pan Pizza Slices Buffalo Chicken Large,350,,14,5,0,30,850,40,2,2,15,
Pizza Hut,Pan Pizza Slices Cheese Personal Pan,150,,6,2.5,0,15,310,17,1,2,7,
Pizza Hut,Pan Pizza Slices Cheese Medium,250,,10,4.5,0,25,450,28,2,1,11,
Pizza Hut,Pan Pizza Slices Cheese Large,360,,17,7,0,35,660,37,2,2,16,
Pizza Hut,Pan Pizza Slices Chicken Bacon Parmesan Personal Pan,180,,8,3,0,20,350,17,1,2,9,
Pizza Hut,Pan Pizza Slices Chicken Bacon Parmesan Medium,270,,13,4.5,0,30,470,27,2,1,12,
Pizza Hut,Pan Pizza Slices Chicken Bacon Parmesan Large,390,,20,7,0,40,680,35,2,2,18,
Pizza Hut,Pan Pizza Slices Hawaiian Chicken Personal Pan,150,,5,2,0,15,330,18,1,3,8,
Pizza Hut,Pan Pizza Slices Hawaiian Chicken Medium,240,,9,3.5,0,20,480,29,2,2,12,
Pizza Hut,Pan Pizza Slices Hawaiian Chicken Large,350,,15,5,0,30,690,38,2,3,17,
Pizza Hut,Pan Pizza Slices Meat Lover’s® Personal Pan,210,,12,4.5,0,25,460,18,1,2,9,
Pizza Hut,Pan Pizza Slices Meat Lover’s® Medium,320,,17,6,0,35,640,28,2,1,13,
Pizza Hut,Pan Pizza Slices Meat Lover’s® Large,470,,27,10,0,50,940,37,2,2,19,
Pizza Hut,Pan Pizza Slices Pepperoni Personal Pan,150,,7,2.5,0,15,310,17,1,2,6,
Pizza Hut,Pan Pizza Slices Pepperoni Medium,250,,11,4.5,0,25,470,28,2,1,10,
Pizza Hut,Pan Pizza Slices Pepperoni Large,370,,18,6,0,35,680,36,2,2,15,
Pizza Hut,Pan Pizza Slices Pepperoni Lover’s® Personal Pan,180,,9,3.5,0,20,370,17,1,2,8,
Pizza Hut,Pan Pizza Slices Pepperoni Lover’s® Medium,300,,15,6,0,35,580,28,2,1,13,
Pizza Hut,Pan Pizza Slices Pepperoni Lover’s® Large,440,,24,9,0.5,50,850,37,3,2,19,
Pizza Hut,Pan Pizza Slices Supreme Personal Pan,170,,8,3,0,15,360,18,1,2,7,
Pizza Hut,Pan Pizza Slices Supreme Medium,270,,13,5,0,25,500,29,2,2,11,
Pizza Hut,Pan Pizza Slices Supreme Large,390,,20,7,0,40,740,37,2,2,16,
Pizza Hut,Pan Pizza Slices Ultimate Cheese Lover’s® Personal Pan,170,,8,3.5,0,15,330,17,1,2,8,
Pizza Hut,Pan Pizza Slices Ultimate Cheese Lover’s® Medium,270,,13,5,0,25,470,27,2,1,12,
Pizza Hut,Pan Pizza Slices Ultimate Cheese Lover’s® Large,390,,20,8,0,40,670,36,2,2,17,
Pizza Hut,Pan Pizza Slices Veggie Lover’s® Personal Pan,140,,5,2,0,10,290,18,1,2,6,
Pizza Hut,Pan Pizza Slices Veggie Lover’s® Medium,230,,9,3.5,0,15,420,29,2,2,9,
Pizza Hut,Pan Pizza Slices Veggie Lover’s® Large,330,,15,5,0,25,620,38,3,3,14,
Pizza Hut,Hand Tossed Slices Backyard BBQ Chicken Small,140,,4,2,0,15,250,20,1,4,6,
Pizza Hut,Hand Tossed Slices Backyard BBQ Chicken Medium,220,,7,3,0,20,390,31,2,6,10,
Pizza Hut,Hand Tossed Slices Backyard BBQ Chicken Large,300,,10,4.5,0,30,530,40,2,7,14,
Pizza Hut,Hand Tossed Slices Beyond Meat® Pepperoni Medium,200,,7,3.5,0,15,410,26,2,1,9,
Pizza Hut,Hand Tossed Slices Beyond Meat® Pepperoni Large,280,,10,5,0,20,560,35,3,2,12,
Pizza Hut,Hand Tossed Slices  Buffalo Chicken Small,130,,3.5,1.5,0,10,380,19,<1,<1,6,
Pizza Hut,Hand Tossed Slices  Buffalo Chicken Medium,200,,5,2.5,0,20,560,28,2,1,9,
Pizza Hut,Hand Tossed Slices  Buffalo Chicken Large,270,,8,4,0,30,740,37,2,2,13,
Pizza Hut,Hand Tossed Slices Cheese Small,130,,4.5,2,0,10,250,17,1,<1,6,
Pizza Hut,Hand Tossed Slices Cheese Medium,210,,8,3.5,0,20,390,26,2,1,10,
Pizza Hut,Hand Tossed Slices Cheese Large,290,,10,5,0,30,540,34,3,2,13,
Pizza Hut,Hand Tossed Slices Chicken Bacon Parmesan Small,150,,6,2.5,0,15,270,16,1,<1,7,
Pizza Hut,Hand Tossed Slices Chicken Bacon Parmesan Medium,230,,9,4,0,25,410,25,2,1,11,
Pizza Hut,Hand Tossed Slices Chicken Bacon Parmesan Large,310,,13,5,0,35,560,33,2,1,16,
Pizza Hut,Hand Tossed Slices Hawaiian Chicken Small,130,,4,1.5,0,10,270,17,1,1,7,
Pizza Hut,Hand Tossed Slices Hawaiian Chicken Medium,210,,6,3,0,20,420,27,2,2,10,
Pizza Hut,Hand Tossed Slices Hawaiian Chicken Large,280,,9,4,0,30,580,36,3,3,15,
Pizza Hut,Hand Tossed Slices Meat Lover’s® Small,180,,9,3.5,0,20,370,17,1,<1,7,
Pizza Hut,Hand Tossed Slices Meat Lover’s® Medium,290,,15,6,0,30,590,26,2,1,12,
Pizza Hut,Hand Tossed Slices Meat Lover’s® Large,390,,21,8,0,45,830,34,3,2,17,
Pizza Hut,Hand Tossed Slices Pepperoni Small,130,,5,2,0,10,260,16,1,<1,6,
Pizza Hut,Hand Tossed Slices Pepperoni Medium,220,,9,4,0,20,420,25,2,1,9,
Pizza Hut,Hand Tossed Slices Pepperoni Large,300,,13,6,0,30,590,34,3,2,13,
Pizza Hut,Hand Tossed Slices Pepperoni Lover’s® Small,160,,7,3,0,20,310,17,1,<1,7,
Pizza Hut,Hand Tossed Slices Pepperoni Lover’s® Medium,270,,13,6,0,35,530,26,2,1,12,
Pizza Hut,Hand Tossed Slices Pepperoni Lover’s® Large,370,,18,8,0,50,740,35,3,2,17,
Pizza Hut,Hand Tossed Slices Supreme Small,150,,6,2.5,0,15,280,17,1,1,6,
Pizza Hut,Hand Tossed Slices Supreme Medium,240,,10,4,0,25,450,26,2,2,10,
Pizza Hut,Hand Tossed Slices Supreme Large,320,,14,6,0,35,630,35,3,2,14,
Pizza Hut,Hand Tossed Slices Ultimate Cheese Lover’s® Small,150,,6,2.5,0,15,250,16,1,<1,6,
Pizza Hut,Hand Tossed Slices Ultimate Cheese Lover’s® Medium,230,,10,4.5,0,25,390,25,2,1,11,
Pizza Hut,Hand Tossed Slices Ultimate Cheese Lover’s® Large,310,,13,6,0,35,540,33,2,1,15,
Pizza Hut,Hand Tossed Slices Veggie Lover’s® Small,120,,4,1.5,0,10,230,17,1,1,5,
Pizza Hut,Hand Tossed Slices Veggie Lover’s® Medium,200,,6,2.5,0,15,370,27,2,2,8,
Pizza Hut,Hand Tossed Slices Veggie Lover’s® Large,260,,9,4,0,20,510,36,3,3,11,
