Country,ISO2,F1961,F1962,F1963,F1964,F1965,F1966,F1967,F1968,F1969,F1970,F1971,F1972,F1973,F1974,F1975,F1976,F1977,F1978,F1979,F1980,F1981,F1982,F1983,F1984,F1985,F1986,F1987,F1988,F1989,F1990,F1991,F1992,F1993,F1994,F1995,F1996,F1997,F1998,F1999,F2000,F2001,F2002,F2003,F2004,F2005,F2006,F2007,F2008,F2009,F2010,F2011,F2012,F2013,F2014,F2015,F2016,F2017,F2018,F2019,F2020,F2021,F2022
"Afghanistan, Islamic Rep. of",AF,-0.113,-0.164,0.847,-0.764,-0.244,0.226,-0.371,-0.423,-0.539,0.813,0.619,-1.124,0.232,-0.489,-0.445,-0.286,0.513,0.129,0.361,0.6,0.483,-0.346,0.164,0.145,0.283,-0.141,0.391,0.919,-0.205,0.73,-0.168,-0.294,0.22,0.43,0.359,-0.116,0.471,0.675,1.198,0.993,1.311,1.365,0.587,1.373,0.401,1.72,0.675,0.704,0.895,1.613,1.397,0.223,1.281,0.456,1.093,1.555,1.54,1.544,0.91,0.498,1.327,2.012
Albania,AL,0.627,0.326,0.075,-0.166,-0.388,0.559,-0.074,0.081,-0.013,-0.106,-0.195,-0.069,-0.288,-0.139,-0.211,-0.683,0.545,-0.814,0.203,-0.414,-0.351,0.173,-0.128,-0.27,-0.103,0.569,-0.106,0.37,-0.066,0.795,-0.269,0.106,0.076,1.33,-0.172,-0.038,0.075,0.795,0.67,1.065,1.532,0.492,0.97,0.444,0.189,0.345,1.316,0.978,0.91,1.191,1.055,1.487,1.333,1.198,1.569,1.464,1.121,2.028,1.675,1.498,1.536,1.518
Algeria,DZ,0.164,0.114,0.077,0.25,-0.1,0.433,-0.026,-0.067,0.291,0.116,-0.385,-0.348,-0.015,-0.503,-0.539,-0.782,0.504,0.012,0.654,0.232,0.215,0.399,0.56,-0.004,0.508,0.296,0.975,1.304,0.386,1.266,0.031,-0.312,0.552,0.732,0.595,0.846,1.059,1.109,1.476,0.82,1.856,1.258,1.585,0.988,1.264,1.395,1.22,1.185,0.945,2.265,1.398,1.147,1.192,1.69,1.121,1.757,1.512,1.21,1.115,1.926,2.33,1.688
American Samoa,AS,0.079,-0.042,0.169,-0.14,-0.562,0.181,-0.368,-0.187,0.132,-0.047,-0.477,-0.067,0.33,-0.308,-0.118,-0.177,0.156,0.092,0.341,0.35,0.179,0.28,0.313,0.277,0.256,0.394,0.354,0.509,0.143,0.497,0.641,0.344,-0.069,0.189,0.755,0.784,1.788,1.018,0.242,0.626,0.904,1.152,0.716,0.191,0.801,0.403,1.032,0.67,1.413,1.311,0.854,0.924,1.257,1.17,1.009,1.539,1.435,1.189,1.539,1.43,1.268,1.256
"Andorra, Principality of",AD,0.736,0.112,-0.752,0.308,-0.49,0.415,0.637,0.018,-0.137,0.121,-0.326,-0.499,0.025,-0.371,0.246,-0.045,-0.093,-0.163,0.058,-0.188,0.178,1.044,0.859,-0.157,0.059,0.387,0.397,0.883,1.162,1.736,0.231,0.386,0.174,1.508,1.279,0.57,1.788,1.018,1.055,1.05,1.48,0.835,1.949,0.936,0.851,1.485,1.024,0.946,1.413,0.471,1.677,1.265,0.831,1.946,1.69,1.99,1.925,1.919,1.964,2.562,1.533,3.243
Angola,AO,0.041,-0.152,-0.19,-0.229,-0.196,0.175,-0.081,-0.193,0.188,0.248,-0.097,-0.035,0.475,-0.158,-0.029,-0.313,0.272,0.037,0.291,0.279,-0.071,0.164,0.487,0.631,0.694,0.176,0.689,0.572,-0.055,0.687,0.341,0.466,0.256,0.212,0.753,0.37,0.107,1.064,0.417,0.169,0.295,0.735,0.889,0.414,1.021,0.561,0.885,0.501,0.708,1.194,0.88,0.552,1.044,0.828,1.331,1.609,0.87,1.395,1.752,1.162,1.553,1.212
Anguilla,AI,0.086,-0.024,0.234,0.189,-0.365,-0.001,-0.257,-0.2,0.317,0.082,-0.269,-0.179,0.17,-0.37,-0.334,-0.426,0.096,0.13,0.034,0.698,0.532,0.097,0.524,0.105,0.006,0.013,0.569,0.457,-0.002,0.432,0.441,0.365,0.535,0.575,0.651,0.35,0.459,1.06,0.532,0.264,0.587,0.706,0.816,0.521,0.828,0.691,0.957,0.411,0.566,1.09,0.489,0.64,0.77,0.814,1.051,1.125,0.96,0.664,0.843,1.224,0.893,0.839
Antigua and Barbuda,AG,0.09,0.031,0.288,0.214,-0.385,0.097,-0.192,-0.225,0.271,0.109,-0.233,-0.214,0.164,-0.377,-0.419,-0.467,0.076,0.161,0.16,0.646,0.564,0.162,0.489,0.009,-0.051,-0.023,0.649,0.395,-0.077,0.417,0.459,0.445,0.528,0.493,0.677,0.377,0.455,1.046,0.541,0.335,0.425,0.634,0.783,0.501,0.843,0.659,0.934,0.394,0.498,1.153,0.586,0.696,0.783,0.744,1.035,1.097,0.958,0.627,0.797,1.131,0.862,0.77
Argentina,AR,0.122,-0.046,0.162,-0.343,0.09,-0.163,0,0.472,0.292,0.438,-0.26,-0.008,-0.139,-0.106,-0.021,-0.321,0.432,0.362,0.266,0.373,0.378,0.359,0.046,-0.1,0.308,0.46,0.446,-0.192,0.611,0.436,0.261,-0.261,0.086,0.487,0.259,0.512,0.759,0.351,0.16,-0.186,0.425,0.278,0.635,0.47,0.281,0.596,-0.169,0.601,0.857,0.135,0.386,0.798,0.442,0.951,0.957,0.488,1.095,0.878,0.76,1.123,1.031,0.643
Australia,AU,0.157,0.126,-0.096,-0.012,0.14,-0.23,-0.093,-0.203,0.103,-0.007,-0.044,0.091,0.831,-0.354,0.048,-0.522,0.176,0.062,0.375,0.887,0.495,0.186,0.633,-0.157,0.349,0.388,0.363,0.96,0.153,0.549,0.82,0.281,0.484,0.221,0.413,0.604,0.383,1.092,0.58,0.148,0.336,0.736,0.835,0.723,1.211,0.721,0.929,0.625,1.03,0.673,0.208,0.308,1.499,1.198,1.087,1.172,1.141,1.129,1.422,1.416,0.629,0.754
Austria,AT,1.031,-0.621,-0.727,-0.371,-0.883,0.602,0.676,0.211,-0.126,-0.55,-0.06,0.103,-0.033,0.314,0.86,0.216,0.499,-0.476,-0.112,-0.274,0.277,0.384,1.062,-0.249,-0.568,0.319,-0.263,0.82,1.104,1.262,0.125,1.248,0.527,1.958,0.939,-0.203,0.514,1.343,0.986,1.769,1.501,1.531,1.464,0.829,0.628,0.907,2.137,1.582,1.544,0.656,1.373,1.783,1.098,2.409,2.167,2.096,1.741,2.524,2.37,2.315,1.395,2.498
"Bahamas, The",BS,0.073,-0.062,-0.097,0.192,0.054,-0.172,-0.146,-0.324,-0.065,-0.469,-0.055,0.301,0.166,-0.058,0.334,-0.241,-0.04,0.04,0.133,0.377,-0.03,0.531,0.155,0.02,0.242,0.23,0.466,0.426,0.672,0.764,0.788,0.286,0.378,0.801,0.671,0.008,0.787,0.924,0.619,0.163,0.135,0.856,0.989,0.311,0.455,0.385,0.937,0.842,0.41,0.314,0.363,0.344,0.565,0.883,1.114,1.042,1.331,1.023,1.443,1.611,0.879,1.48
"Bahrain, Kingdom of",BH,-0.471,0.397,0.635,-0.561,0.234,0.535,-0.362,-0.446,0.567,0.247,-0.248,-0.613,-0.273,-0.256,-0.217,-0.501,0.332,0.099,0.856,0.351,0.408,-0.086,-0.834,0.039,0.367,0.668,0.548,0.633,0.047,0.455,-0.243,-0.544,0.127,0.998,0.251,0.695,0.376,1.435,2.055,1.119,1.216,1.552,1.256,1.385,1.065,1.823,1.08,1.329,1.224,2.286,1.431,1.385,1.403,1.694,2.24,1.598,2.08,2.247,2.108,2.027,2.464,2.017
Bangladesh,BD,0.152,-0.265,-0.09,0.107,-0.195,0.308,-0.226,-0.236,-0.007,-0.021,-0.579,-0.012,0.168,-0.125,-0.102,-0.104,-0.275,-0.216,0.495,0.128,-0.17,-0.041,-0.132,-0.322,0.05,0.026,0.341,0.341,0.064,-0.149,-0.024,-0.146,-0.446,0.175,0.173,0.137,-0.173,0.504,0.78,0.226,0.316,0.398,0.239,0.269,0.592,0.814,0.266,0.093,0.844,0.768,0.144,0.235,0.23,0.482,0.722,1.337,1.124,0.881,1.136,0.898,1.3,1.216
Barbados,BB,0.221,0.094,0.2,-0.011,-0.28,-0.149,-0.252,-0.363,0.31,0.074,-0.174,-0.015,0.006,-0.336,-0.556,-0.444,-0.054,0.248,0.042,0.485,0.304,0.165,0.281,-0.076,-0.263,-0.179,0.536,0.385,0.187,0.356,0.422,0.333,0.394,0.388,0.463,0.315,0.288,1.079,0.466,0.303,0.506,0.546,0.888,0.7,1.13,0.844,0.679,0.316,0.429,1.147,0.677,0.488,0.778,0.418,0.868,1.446,1.342,0.85,1.556,1.716,1.286,1.031
Belize,BZ,-0.001,-0.137,-0.06,-0.055,-0.105,-0.195,-0.297,-0.205,0.26,-0.21,-0.275,0.442,0.347,0.101,-0.059,-0.416,0.134,-0.025,0.524,0.576,-0.068,0.526,0.685,0.254,0.455,0.135,0.35,0.46,0.173,0.339,0.542,0.311,0.447,0.756,0.759,0.21,0.866,0.904,0.422,0.175,0.445,0.733,0.948,0.701,0.849,0.655,0.85,0.579,0.922,0.843,0.724,0.644,0.785,0.697,1.502,1.446,1.342,0.85,1.556,1.716,1.286,1.031
Benin,BJ,-0.137,-0.24,0.152,-0.218,-0.094,-0.007,-0.252,-0.129,0.303,0.305,-0.183,0.08,0.627,0.089,-0.274,-0.194,0.357,-0.045,0.499,0.425,0.161,0.211,0.548,0.542,0.411,0.307,0.977,0.631,-0.052,0.58,0.302,-0.027,0.531,0.439,0.406,0.736,0.557,1.042,0.621,0.449,0.517,0.721,0.936,0.706,1.105,1.035,0.806,0.632,0.95,1.23,0.949,0.595,0.853,0.94,1.111,1.025,1.16,1.056,1.147,1.031,1.522,0.884
Bhutan,BT,0.213,-0.292,-0.22,0.065,-0.565,0.14,-0.378,-0.478,0.102,-0.027,-0.227,-0.014,0.31,0.188,0.103,-0.042,-0.059,-0.213,0.414,0.081,0.212,-0.111,-0.286,-0.055,0.113,-0.068,0.256,0.567,0.22,-0.087,0.081,-0.229,-0.248,0.315,0.518,0.307,-0.3,0.825,1.022,0.214,0.72,0.492,0.498,0.476,0.745,0.955,0.978,0.555,1.394,1.202,0.534,0.512,0.742,0.86,1.068,1.487,1.457,1.346,1.329,1.09,1.707,1.523
Bolivia,BO,0.247,0.012,0.409,-0.123,0.22,-0.083,0.332,-0.162,0.522,0.173,-0.583,0.13,0.227,-0.154,-0.087,-0.249,0.276,0.27,0.181,0.176,0.167,0.324,0.537,0.289,0.33,0.437,0.692,0.334,0.129,0.183,0.603,0.031,0.404,0.883,0.77,0.29,0.825,0.926,0.337,0.403,0.653,1.016,0.641,0.846,0.764,0.935,0.537,0.396,0.658,0.68,1.165,0.831,0.507,0.955,1.533,0.824,0.981,0.562,0.921,1.315,0.738,0.644
Botswana,BW,0.151,0.262,-0.472,-0.057,0.098,0.436,-0.458,-0.195,0.197,0.598,-0.126,-0.475,0.602,-0.746,-0.225,-0.717,0.3,-0.065,0.543,-0.038,-0.441,0.31,1.012,0.442,0.293,0.278,1.27,0.287,-0.306,0.738,0.062,0.813,0.512,-0.123,1.141,-0.319,-0.096,0.857,0.552,-0.718,-0.186,0.359,0.74,-0.133,1.039,-0.505,0.23,0.153,-0.319,0.936,-0.048,0.473,0.77,-0.092,1.546,1.469,0.017,0.734,1.525,0.493,-0.425,-1.305
Brazil,BR,0.167,-0.184,0.158,-0.213,-0.075,0.044,0.073,-0.409,0.331,0.13,-0.134,0.114,0.443,-0.179,-0.14,-0.185,0.252,0.03,0.017,0.313,0.191,0.277,0.471,0.294,0.092,0.285,0.722,0.461,0.13,0.435,0.468,0.403,0.495,0.608,0.799,0.504,0.671,1.234,0.523,0.495,0.746,1.052,0.927,0.768,1.085,0.77,0.969,0.731,0.969,1.112,0.814,1.023,0.922,1.153,1.516,1.457,1.363,1.148,1.517,1.477,1.154,0.926
British Virgin Islands,VG,0.093,-0.072,0.189,0.184,-0.338,-0.11,-0.321,-0.145,0.356,0.051,-0.274,-0.136,0.214,-0.353,-0.218,-0.368,0.123,0.109,-0.05,0.75,0.512,0.099,0.533,0.211,0.088,0.04,0.514,0.512,0.054,0.446,0.439,0.333,0.541,0.666,0.613,0.337,0.459,1.091,0.525,0.192,0.57,0.741,0.843,0.548,0.825,0.76,1.007,0.406,0.621,1.053,0.393,0.61,0.782,0.878,1.065,1.204,0.971,0.703,0.915,1.317,0.956,0.875
Brunei Darussalam,BN,0.062,-0.017,-0.165,0.054,-0.235,0.183,-0.093,-0.177,0.227,0.086,-0.248,0.018,0.255,-0.151,0.004,-0.337,-0.075,0.123,0.275,0.185,0.122,0.186,0.563,0.021,0.181,0.156,0.498,0.471,0.057,0.381,0.384,0.326,0.228,0.453,0.471,0.429,0.671,1.296,0.575,0.485,0.602,0.669,0.735,0.673,0.893,0.718,0.743,0.511,0.875,1.012,0.725,0.912,1.195,1.028,1.281,1.74,1.468,1.41,1.624,1.783,1.458,1.446
Bulgaria,BG,0.903,0.488,-0.248,-0.528,-0.456,1.151,0.027,0.421,-0.485,0.205,-0.139,0.136,-0.426,-0.198,0.39,-0.838,0.563,-0.71,0.165,-0.448,-0.043,-0.13,0.389,-0.022,-0.605,0.36,-0.484,0.128,0.405,0.797,-0.161,0.149,-0.322,1.583,0.221,-0.36,-0.336,0.775,0.696,1.184,1.648,0.854,0.181,0.533,0.215,0.571,1.883,1.177,1.291,1.361,0.422,1.678,1.476,1.196,1.438,1.899,0.954,2.192,2.112,2.037,1.629,1.831
Burkina Faso,BF,-0.285,-0.208,0.168,-0.218,-0.141,-0.147,-0.174,-0.209,0.543,0.359,-0.019,0.135,0.671,-0.056,-0.311,-0.316,0.267,0.212,0.434,0.805,0.282,0.18,0.724,0.799,0.472,0.356,1.011,0.593,0.009,0.603,0.527,0.004,0.725,0.311,0.401,0.917,0.621,1.006,0.548,0.537,0.502,1.015,0.986,0.867,1.449,1.162,0.867,0.297,0.942,1.25,1.001,0.492,0.849,0.888,1.111,1.075,1.212,1.156,1.065,1.044,1.624,0.802
Cabo Verde,CV,-0.12,0.219,0.47,0.011,-0.322,0.261,-0.081,-0.388,0.939,0.806,-0.153,0.104,0.377,-0.568,-0.019,-0.341,0.104,0.281,0.641,0.618,0.27,0.514,0.51,0.194,0.103,-0.028,1.006,0.815,0.95,1.313,0.68,0.888,0.508,0.442,1.475,1.598,1.654,1.78,0.794,1.039,1.329,1.478,1.569,1.604,1.171,1.356,0.821,1.302,0.772,1.225,1.372,1.338,1.331,1.083,1.071,1.692,2,0.926,1.622,1.401,1.765,1.853
Cambodia,KH,-0.035,-0.134,-0.309,0.156,-0.196,0.433,-0.089,-0.124,0.478,0.069,-0.468,0.007,0.36,-0.343,-0.019,-0.485,0.104,0.29,0.479,0.417,0.389,0.15,0.537,0.194,0.348,0.128,0.694,0.415,0.324,0.674,0.597,0.556,0.425,0.496,0.738,0.357,0.393,1.414,0.409,0.296,0.571,0.836,0.711,0.594,0.781,0.767,0.604,0.43,0.453,1.225,0.424,0.875,1.005,0.614,1.081,1.473,1.095,0.787,1.552,1.401,0.912,0.948
Cameroon,CM,-0.117,-0.218,0.126,-0.157,-0.11,-0.01,-0.107,-0.122,0.225,0.175,-0.132,0.055,0.566,-0.076,-0.207,-0.163,0.304,0.056,0.4,0.35,0.045,0.061,0.164,0.196,0.025,0.084,0.487,0.29,-0.384,0.651,0.563,-0.205,0.247,0.305,0.28,0.335,0.547,1.082,0.604,0.319,0.198,0.77,0.707,0.779,1.004,0.983,0.626,0.653,1.047,1.181,0.655,0.416,0.707,0.882,1.16,1.213,1.165,1.156,1.45,1.281,1.47,1.044
Canada,CA,0.057,-0.118,0.335,-0.299,-0.867,-0.152,-0.452,0.476,-0.003,0.426,-0.023,-1.796,0.306,-0.846,0.225,0.083,1.079,-0.605,-0.214,0.917,1.562,-0.673,0.488,0.337,-0.311,0.011,1.34,1.204,0.017,0.078,0.336,0.1,0.342,0.467,0.938,-0.125,0.426,2.47,1.694,1.291,1.421,0.54,1.24,0.485,1.282,2.343,1.333,0.851,0.539,2.915,1.438,2.144,1.182,0.288,1.231,2.373,1.48,0.477,1.311,1.128,2.515,1.268
Cayman Islands,KY,-0.003,-0.153,-0.303,-0.136,-0.05,-0.122,-0.19,-0.341,0.157,-0.185,-0.194,0.197,0.357,0.433,1.023,-0.077,0.255,0.204,0.332,0.614,0.012,0.57,0.384,0.26,0.165,0.225,0.551,0.788,0.785,0.77,0.842,0.549,1.055,1.326,1.355,0.78,1.334,1.265,0.792,0.683,0.4,0.745,0.845,0.957,0.987,0.925,1.077,0.884,0.787,0.989,0.675,0.743,0.899,1.106,1.347,1.284,1.257,0.865,1.237,1.278,0.957,0.974
Central African Rep.,CF,-0.003,-0.306,0.037,-0.136,-0.05,0.064,-0.229,-0.168,0.143,0.245,-0.055,0.064,0.545,-0.058,-0.049,-0.117,0.203,0.044,0.38,0.439,0.003,0.229,0.425,0.125,0.156,0.478,0.504,0.265,-0.148,0.347,0.612,-0.457,0.329,0.562,0.187,0.047,0.458,1.195,0.502,0.683,0.4,0.745,0.845,0.957,0.983,0.967,0.537,0.682,1.119,1.162,0.763,0.491,0.865,0.697,0.983,1.222,1.224,1.145,1.264,1.14,1.268,1.032
Chad,TD,-0.409,-0.26,0.291,-0.176,-0.092,-0.007,-0.377,-0.155,0.553,0.163,-0.241,0.206,0.719,-0.032,-0.172,0.232,-0.048,-0.132,0.459,0.337,0.037,0.306,-0.047,0.508,0.172,0.63,0.344,0.133,-0.271,0.416,0.649,-0.279,0.275,0.381,0.175,0.586,0.485,0.841,0.569,0.281,0.291,0.797,0.838,0.831,1.148,1.368,0.605,0.466,1.236,1.181,0.969,0.553,1.013,0.856,1.294,0.939,1.026,1.527,1.306,1.192,1.146,0.738
Chile,CL,-0.301,0.249,0.054,-0.22,0.115,-0.169,-0.142,0.366,0.155,0.205,-0.364,-0.13,-0.058,-0.18,-0.127,-0.262,0.37,0.366,0.286,0.342,0.373,0.397,0.574,-0.122,0.328,0.08,0.616,0.08,0.327,0.214,0.108,-0.116,0.235,0.279,-0.004,0.276,0.716,0.721,0.251,-0.179,0.054,0.14,0.312,0.563,0.275,0.575,-0.219,0.502,0.52,-0.015,0.206,0.699,0.434,0.488,0.848,1.022,0.873,0.538,0.683,0.947,0.877,0.407
"China, P.R.: Hong Kong",HK,0.055,-0.056,0.33,0.117,0.151,0.652,0.044,-0.654,-0.009,-0.398,-0.187,-0.141,0.426,-0.342,0.161,-0.769,0.167,0.016,0.029,0.244,0.37,0.057,-0.193,-0.528,-0.294,0.012,0.831,-0.139,0.257,0.271,0.726,-0.232,0.3,0.338,-0.028,0.028,0.293,0.94,0.964,0.298,0.854,0.961,0.99,0.701,0.733,0.897,1.008,0.415,0.91,0.367,0.333,0.53,0.763,0.703,1.175,0.77,1.338,1.183,1.776,1.882,2.017,1.432
"China, P.R.: Macao",MO,0.055,-0.056,0.33,0.117,0.151,0.652,0.044,-0.654,-0.009,-0.398,-0.187,-0.141,0.426,-0.342,0.161,-0.769,0.167,0.016,0.029,0.244,0.37,0.057,-0.193,-0.528,-0.294,0.012,0.831,-0.139,0.257,0.271,0.726,-0.232,0.3,0.338,-0.028,0.028,0.293,0.94,0.964,0.298,0.854,0.961,0.99,0.701,0.733,0.897,1.008,0.415,0.91,0.367,0.333,0.53,0.763,0.703,1.175,0.77,1.338,1.183,1.776,1.882,2.017,1.432
"China, P.R.: Mainland",CN,0.259,-0.141,0.289,-0.026,0.078,0.181,-0.282,-0.408,-0.211,-0.3,0.038,0.012,0.412,-0.008,0.278,-0.396,-0.057,0.242,0.299,0.251,0.219,0.379,0.122,-0.148,-0.127,-0.043,0.43,0.398,0.428,0.852,0.52,0.13,0.281,0.733,0.577,0.21,0.733,1.264,1.231,0.572,1.038,1.131,0.822,1.112,1.048,1.232,1.538,1.09,1.336,0.968,0.792,0.626,1.073,1.062,1.297,1.319,1.573,1.361,1.422,1.62,1.701,1.906
Colombia,CO,0.09,-0.133,-0.058,0.117,-0.217,0.117,-0.274,-0.238,0.363,0.052,-0.431,-0.022,0.349,-0.306,-0.304,-0.24,0.214,0.109,0.191,0.446,0.129,0.192,0.636,-0.233,-0.015,0.017,0.573,0.312,-0.091,0.31,0.449,0.606,0.263,0.245,0.517,0.143,0.504,0.901,-0.01,-0.009,0.438,0.675,0.693,0.585,0.681,0.531,0.641,0.385,0.856,1.037,0.467,0.668,0.834,0.854,1.249,1.08,0.82,1.137,1.397,1.583,1.073,0.874
"Comoros, Union of the",KM,0.457,0.001,-0.248,-0.215,-0.334,0.059,0.154,-0.452,0.199,0.058,-0.545,-0.075,0.135,-0.375,-0.16,-0.071,0.448,0.184,0.165,0.198,0.082,0.53,0.356,-0.433,0.159,0.001,0.455,0.461,-0.234,0.154,0.299,0.119,0.233,0.595,0.475,0.013,0.315,0.807,0.235,0.01,0.159,0.613,0.291,0.213,0.309,0.115,0.448,0.28,0.639,0.88,0.516,0.479,0.415,0.509,0.725,0.7,0.95,0.705,1.296,1.03,0.65,0.521
"Congo, Dem. Rep. of the",CD,-0.03,-0.172,-0.038,-0.112,-0.193,0.109,-0.119,-0.158,0.139,0.218,-0.141,0.074,0.458,-0.077,-0.103,-0.185,0.259,0.141,0.4,0.311,0.15,0.143,0.506,0.282,0.159,0.307,0.6,0.488,-0.144,0.082,0.293,-0.213,0.1,0.293,0.387,-0.077,0.627,0.937,0.455,0.537,0.393,0.872,0.961,0.913,1.014,0.844,0.768,0.664,0.928,1.347,0.844,0.523,1.003,0.976,1.053,1.546,1.32,1.45,1.483,1.692,1.658,1.48
"Congo, Rep. of",CG,-0.172,-0.053,0.12,-0.123,-0.179,0.102,-0.126,-0.11,0.118,0.159,-0.08,-0.052,0.493,-0.081,-0.125,-0.248,0.221,0.111,0.427,0.32,-0.189,-0.205,0.31,0.15,-0.195,0.013,0.354,0.211,-0.301,-0.014,0.144,-0.314,0.007,0.223,0.426,-0.058,-0.108,1.055,0.61,0.404,0.356,0.752,0.852,0.891,0.912,0.808,0.831,0.74,0.819,1.255,0.651,0.667,0.811,0.744,1.075,1.479,1.159,1.245,1.411,1.5,1.355,1.245
Cook Islands,CK,0.148,-0.064,-0.099,0.163,-0.373,0.035,-0.352,-0.387,-0.009,0.249,-0.079,-0.03,0.508,-0.129,-0.167,-0.269,0.057,-0.006,-0.05,0.138,0.036,-0.061,0.06,-0.043,0.05,0.264,-0.021,0.34,0.13,0.19,0.197,0.21,-0.069,0.186,0.455,0.247,-0.108,-0.258,0.625,0.303,0.402,0.292,0.262,0.257,0.115,0.314,0.344,0.208,0.077,0.604,0.548,0.258,0.455,0.158,-0.43,0.31,0.675,0.238,0.22,0.274,0.568,0.479
Cuba,CU,-0.084,-0.07,-0.127,0.102,0.023,-0.325,-0.234,-0.339,0.024,-0.349,0.067,0.433,0.403,0.087,0.528,-0.194,0.131,0.034,0.349,0.49,-0.016,0.591,0.303,0.287,0.235,0.357,0.736,0.603,0.68,0.836,0.899,0.608,0.639,1.016,1.222,0.627,1.031,1.191,0.806,0.508,0.535,0.945,1.089,0.872,0.787,0.914,0.902,0.642,0.93,0.957,0.538,0.611,0.885,1.144,1.439,1.37,1.275,1.177,1.634,1.722,1.304,1.437
Cyprus,CY,0.039,0.789,0.691,-0.612,-0.208,0.637,-0.774,-0.031,0.165,0.495,-0.256,-0.625,-0.379,-0.177,-0.225,-0.713,0.15,-0.028,0.607,-0.295,0.088,-0.337,-0.805,0.013,-0.068,0.249,-0.26,0.044,0.085,0.069,0.379,-0.928,-0.421,1.047,0.058,0.253,0.008,0.961,1.079,0.618,1.161,0.836,0.585,0.614,0.335,0.622,0.814,1.031,0.983,2.03,0.715,0.97,1.238,1.048,1.139,1.493,0.776,2.119,1.524,1.668,1.994,1.237
Denmark,DK,1.117,-0.641,-1.019,-0.274,-0.603,-0.5,0.831,0.277,-0.135,-1.204,0.261,0.289,0.67,0.58,1.335,0.301,-0.014,0.145,-1.191,-0.441,0.3,0.002,1.06,0.379,-1.004,-0.444,-0.985,0.925,1.803,1.843,0.616,1.452,0.235,0.967,1.304,-0.753,0.651,0.869,1.334,1.719,1.044,1.652,0.707,1.032,1.282,1.349,2.136,1.853,1.32,-0.199,0.677,1.139,0.397,2.677,1.516,1.852,1.619,2.109,2.18,2.633,1.69,2.219
